"Main ID","Incident ID",Region,"Incident Date",Year,"Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Region of Origin","Cause of Death","Country of Origin","Location of death","Information Source",Coordinates,"Migration route",URL,"UNSD Geographical Grouping","Source Quality"
2022.MMP1136,2022.MMP11361230,Mediterranean,"Mon, 05/16/2022 - 12:00",2022,May,1,,1,,,1,,"Northern Africa",Drowning,Algeria,"Remains retreived from sea near Séraidi, Algeria - embarkation from Annaba","Algeria-Watch via EuroMed Rights","36.986169, 7.670053","Central Mediterranean",https://archive.ph/p55M4,"Northern Africa",1
2022.MMP1137,2022.MMP1137,"North America","Wed, 09/28/2022 - 12:00",2022,September,6,13,19,9,4,1,,"Caribbean (P)",Drowning,Unknown,"Near Stock Island, Florida Keys, Florida, United States of America - remains found off Oceans Edge Marina, Florida Keys, Flordia, United States of America","United States Coast Guard","24.543914, -81.73581","Caribbean to US",https://archive.ph/d9uMv,"Northern America",5
2022.MMP1138,2022.MMP1138,"Central America","Fri, 09/30/2022 - 12:00",2022,September,1,,1,,,,,"South America (P)",Drowning,Unknown,"Playa del Rio, Santa Fe, Honduras","Noticias 24/d HN","15.900628, -86.023686",,https://archive.ph/vVtfl,"Central America",1
2022.MMP1139,2022.MMP1139,"Northern Africa","Sun, 10/02/2022 - 12:00",2022,October,4,29,33,1,2,,,"Western Africa (P)",Drowning,Unknown,"240-278 km southwest of Gran Canaria, Canary Islands, Spain - Departure from Lamsid, south of Laayoune on 24 Sept.","AFP News Agency Twitter, DW, Khaleej Times, EFE, Caminando Fronteras","26.33427, -17.782911","Western Africa / Atlantic route to the Canary Islands","https://archive.ph/snHgw, https://archive.ph/K7PZU, https://archive.ph/rKtEI, https://archive.ph/z38Yh, https://caminandofronteras.org/wp-content/uploads/2023/01/Monitoreo-Derecho-a-la-Vida-2022-ES-v2.pdf",Uncategorized,4
2022.MMP1140,2022.MMP1140,"North America","Sun, 10/02/2022 - 12:00",2022,October,3,,3,3,,2,,"Latin America / Caribbean (P)","Vehicle accident / death linked to hazardous transport",Unknown,"South of Brackettville, Kinney County, Texas, United States of America","Zócalo, Ali Bradley (Network Correspondent), Telemundo Puerto Rico, Fox News, Latin Times","29.275346, -100.411145","US-Mexico border crossing","https://archive.ph/pPBKN, https://archive.ph/7g8dn, https://archive.ph/PsV99, https://archive.ph/TZqvZ, https://archive.ph/Gu8Cl","Northern America",3
2022.MMP1141,2022.MMP1141,Europe,"Sun, 10/02/2022 - 12:00",2022,October,1,,1,,,,,"Western Asia (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Unspecified location near a gate in the fence on the border between Belarus and Poland","State Border Committee of the Republic of Belarus Telegram, BelTA, Polish Border Guard Twitter","53.9006, 27.559","Belarus-EU border","https://t.me/gpkgovby/2163, https://perma.cc/66CK-YBU2, https://archive.ph/4ajPZ","Eastern Europe",5
2022.MMP1142,2022.MMP1142,"North America","Tue, 10/04/2022 - 12:00",2022,October,1,,1,,,1,,"Central America",Violence,Mexico,"Ysleta Border Petrol Station-El Pasto Sector, 12245 Pine Springs Dr, El Paso, El Paso County, Texas, 79936, United States of America","Consulado General de Mexico en el Paso, Buenaventura en Linea, Proceso MX, AP News, Ali Bradley Twitter","31.7114, 106.2849","US-Mexico border crossing","https://bit.ly/3rE8CPX, https://archive.ph/LS4ed, https://archive.ph/pnIQW, https://archive.ph/bwoDz, https://archive.ph/UsTtT","Northern America",5
2022.MMP1143,2022.MMP1143,"Southern Asia","Tue, 10/04/2022 - 12:00",2022,October,3,2,5,45,3,,,"South-eastern Asia",Drowning,Malaysia,"Bay of Bengal, Off the coast Cox's Bazar district, 400 km SE of Dhaka, Bangladesh","Xinhua, La Prensa Latina, United News of Bangledesh, UNHCR Twitter","21.395359, 91.890607",,"https://perma.cc/D6Y8-KMGZ, https://perma.cc/V53U-TCNV, https://archive.ph/Bqjmv /web/20221005135925/https://twitter.com/UNHCR_BGD/status/1577335436149948417","Southern Asia",4
2022.MMP1144,2022.MMP1144,"North America","Fri, 09/23/2022 - 12:00",2022,September,1,,1,12,,,,"Central America",Violence,Mexico,"About four miles South of Sierra Blanca on FM1111, in Hudspeth County, Texas, United States of America","yahoo! news, Border Report, New York Times, 6 abc news, El Paso Times","31.115984, -105.374513","US-Mexico border crossing","https://archive.ph/XqUVB, https://archive.ph/yQfwW, https://archive.ph/fvTLi, https://archive.ph/DEVew, https://archive.ph/pNi2F, https://archive.ph/aB8GC","Northern America",3
2022.MMP1145,2022.MMP1145,"Central America","Thu, 09/29/2022 - 12:00",2022,September,1,,1,,1,,,"South America (P)","Mixed or unknown",Unknown,"Unspecified location on a road on the Isthmus of Tehuantepec, Pan-American Highway, San Pedro Tapanatepec, Oaxaca, Mexico","El Piñero, Cuadratín Oaxaca","16.373979, -94.167482",,"https://archive.ph/ci1lq, https://archive.ph/YrG73","Central America",3
2022.MMP1146,2022.MMP1146,Mediterranean,"Thu, 10/06/2022 - 12:00",2022,October,18,,18,28,16,1,1,"Sub-Saharan Africa",Drowning,Unknown,"Provoskida, East of Lesvos, Greece","HCG via IOM Greece, IOM/UNHCR, NAM News Network","39.20105159, 26.489914","Eastern Mediterranean","https://archive.ph/vJL1q, https://archive.ph/6Bveh, https://archive.ph/56OvT",Uncategorized,5
2022.MMP1147,2022.MMP1147,Mediterranean,"Wed, 10/05/2022 - 12:00",2022,October,9,6,15,80,3,6,,Unknown,Drowning,Unknown,"Near the port of Diakofti, Kythira, Greece","HCG via IOM Greece, IOM/UNHCR, NAM News Network","36.26991393, 23.080551","Eastern Mediterranean","https://archive.ph/wrWuF, https://archive.ph/6Bveh, https://archive.ph/56OvT",Uncategorized,5
2022.MMP1148,2022.MMP1148,"Central America","Wed, 09/28/2022 - 12:00",2022,September,3,,3,9,,,1,"South America",Drowning,Brazil,"60 km east of Tegucigalpa, El Paraiso, Rio Guayambre, Honduras","Instituto Nacional de Migracion Honduras, El Heraldo, HCH TV, La Prensa, El Comercio","14.072063, -86.315109",,"https://archive.ph/54tcv, https://archive.ph/wK2sQ#selection-1439.0-1439.73, https://archive.ph/wnmw3, https://archive.ph/rvJDQ, https://archive.ph/Wwu7Y, https://archive.ph/WdL3C","Central America",5
2022.MMP1149,2022.MMP1149,"Central America","Sun, 08/14/2022 - 12:00",2022,August,1,,1,,,1,,"Central America","Mixed or unknown",Nicaragua,"San Antonio Los Cerritos, Los Sauces neighborhood, Tapachula, Chiapas, Mexico","Vos TV, 100 Noticias","14.885444, -92.294141",,"https://archive.ph/Q7wSx, https://archive.ph/wV7Ow","Central America",3
2022.MMP1150,2022.MMP1150,"North America","Wed, 09/28/2022 - 12:00",2022,September,1,,1,,,1,,"Central America",Drowning,Honduras,"Rio Grande under the railway bridge, Eagle Pass, Maverick County, Texas, United States of America","Zócalo, Super Channel 12","28.70559, -100.511571","US-Mexico border crossing","https://archive.ph/ZjLka, https://archive.ph/78niE","Northern America",3
2022.MMP1151,2022.MMP1151,"North America","Thu, 09/29/2022 - 12:00",2022,September,1,,1,9,,,,"South America (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"In the brushland south of Laredo, Webb County, Texas, United States of Amercia",KGNS,"27.391902, -99.433686","US-Mexico border crossing",https://archive.ph/jGPz9,"Northern America",1
2022.MMP1152,2022.MMP1152,"Central America","Thu, 09/29/2022 - 12:00",2022,September,1,,1,,,,,"South America (P)","Mixed or unknown",Unknown,"El Paso de la Ceiba sector, Somotillo, Chinandega, Nicaragua",Nuevaya,"13.035719, -86.902715",,https://archive.ph/b3HXQ,"Central America",1
2022.MMP1153,2022.MMP1153,Mediterranean,"Mon, 10/03/2022 - 12:00",2022,October,1,,1,,,1,,"Northern Africa (P)",Drowning,Unknown,"600 meters from the coast, Cabo de Palos Marine Reserve, Cartagena, Spain","Murcia Today","37.652364, -0.647491","Western Mediterranean",https://archive.ph/XNFa7,"Southern Europe",1
2022.MMP1154,2022.MMP1154,Mediterranean,"Tue, 09/20/2022 - 12:00",2022,September,3,,3,38,,,,"Sub-Saharan Africa (P)",Drowning,Unknown,"Off the coast of Sousse, Tunisia","InfoMigrants, Alarm Phone","35.846866, 10.690813","Central Mediterranean","https://archive.ph/zjH6Z, https://archive.ph/mu2Uj","Northern Africa",3
2022.MMP1155,2022.MMP1155,Mediterranean,"Sat, 09/24/2022 - 12:00",2022,September,7,10,17,,4,,6,"Northern Africa",Drowning,Tunisia,"Unspecified location in the Mediterrenean - embarkation from Zarzis, Tunisia on 21 September","IOM Tunisia, Alarm Phone, Al Chourouk","33.52976304, 11.166863","Central Mediterranean","https://archive.ph/gu0bH, https://archive.ph/fElwY",Uncategorized,4
2022.MMP1156,2022.MMP1156,Europe,"Fri, 03/25/2022 - 12:00",2022,March,1,,1,3,,1,,"Eastern Africa","Accidental death",Eritrea,"On the roof of a freight train car at Valenciennes station, Nord, Hauts-de-France, France","Jean-Philippe Lannoy (Calais Municipal councilor), InfoMigrants","50.36343025, 3.517163","English Channel to the UK","https://archive.ph/Tcutz, https://archive.ph/fwnH8","Northern Europe",5
2022.MMP1157,2022.MMP1157,"South America","Sat, 09/24/2022 - 12:00",2022,September,1,,1,,,1,,"South America",Violence,"Venezuela (Bolivarian Republic of)","On Carrera Novena with Calle 57, Cl 13# 92-57, Bogota, Colombia","Alerta Bogotá","4.64376528, -74.063626",,https://archive.ph/pTBug,"South America",1
2022.MMP1158,2022.MMP1158,"North America","Tue, 09/27/2022 - 12:00",2022,September,1,,1,,1,,,"Central America","Accidental death",Mexico,"At the foot of the border fence in Douglas, Cochise County ,Arizona, United States of America","Univision Noticias, Cubanos por el Mundo,El Comentario","31.33566255, -109.522828","US-Mexico border crossing","https://archive.ph/RR8sT, https://archive.ph/3D8ES, https://archive.ph/G8NhB","Northern America",3
2022.MMP1159,2022.MMP1159,"North America","Wed, 09/28/2022 - 12:00",2022,September,1,,1,,,1,,"Latin America / Caribbean (P)",Drowning,Unknown,"Bravo River in Eagle Pass, Maverick County, Texas, United States of America","Cibercuba,Thomas Cooper Freelance Journalist","28.70792679, -100.510745","US-Mexico border crossing","https://archive.ph/xr660, https://archive.ph/2upLN","Northern America",3
2022.MMP1160,2022.MMP1160,"North America","Thu, 09/22/2022 - 12:00",2022,September,1,,1,,,1,,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Southeast of Laredo, Webb County, Texas, United States of America","El Mañana","27.42520213, -99.457196","US-Mexico border crossing",https://archive.ph/LC1Vn,"Northern America",1
2022.MMP1161,2022.MMP1161,"North America","Thu, 09/01/2022 - 12:00",2022,September,2,,2,,,2,,"South America",Drowning,"Venezuela (Bolivarian Republic of)","Bravo River, South of International Bridge I, Eagle Pass, Maverick County, Texas, United States of America","Consulate of Mexico in Eagle Pass, El Mañana, La Opinion","28.70529232, -100.511267","US-Mexico border crossing","https://archive.ph/6mEW3, https://archive.ph/kcK08, https://archive.ph/FmIjm","Northern America",5
2022.MMP1162,2022.MMP1162,Caribbean,"Sat, 10/01/2022 - 12:00",2022,October,,17,17,5,,,,Caribbean,Drowning,"Dominican Republic","Coastal area of the municipality of Cabrera, in the province of María Trinidad Sánchez, Cabrera, Dominican Republic","Armada de República Dominicana,Defensa Civil República Dominicana,Listín Diario,El Nacional RD,El Dia, N.com Do","19.62253739, -69.891111","Dominican Republic to Puerto Rico","https://archive.ph/8nuBc, https://archive.ph/x0O0y, https://archive.ph/asOCA, https://archive.ph/Kpude, https://archive.ph/oj8PX, https://archive.ph/ISDZt, https://archive.ph/v3YMN",Uncategorized,5
2022.MMP1163,2022.MMP1163,"Eastern Africa","Thu, 08/18/2022 - 12:00",2022,August,1,,1,,,1,,"Eastern Africa","Sickness / lack of access to adequate healthcare",Ethiopia,"Bosaso Hospital, Bosaso, Somalia","IOM Somalia ECC/MRC","11.28047876, 49.179832","Horn of Africa to Yemen crossing",,"Eastern Africa",4
2022.MMP1164,2022.MMP1164,"Eastern Africa","Thu, 09/01/2022 - 12:00",2022,September,1,,1,,,1,,"Eastern Africa",Violence,Ethiopia,"Bosaso Entry checkpoint, Bosaso, Somalia","IOM Somalia ECC/MRC","11.16095, 49.15299","Horn of Africa to Yemen crossing",,"Eastern Africa",4
2022.MMP1165,2022.MMP1165,"Eastern Africa","Sat, 07/09/2022 - 12:00",2022,July,1,,1,,,1,,"Eastern Africa","Harsh environmental conditions / lack of adequate shelter, food, water",Ethiopia,"Yoboki, Dikhil, Djibouti","IOM Djibouti (DTM)","11.51655392, 42.101965",,,"Eastern Africa",4
2022.MMP1166,2022.MMP1166,"Eastern Africa","Sun, 07/31/2022 - 12:00",2022,July,2,,2,,,1,1,"Eastern Africa","Harsh environmental conditions / lack of adequate shelter, food, water",Ethiopia,"Gehertta, Obock, Djibouti","IOM Djibouti (mobile clinic team)","12.090737, 43.383452","Horn of Africa to Yemen crossing",,"Eastern Africa",4
2022.MMP1167,2022.MMP1167,"Eastern Africa","Sat, 07/16/2022 - 12:00",2022,July,1,,1,,,1,,"Eastern Africa","Harsh environmental conditions / lack of adequate shelter, food, water",Ethiopia,"Ali sabieh (holl-holl), Djibouti","IOM Djibouti (DTM)","11.14968912, 42.713452",,,"Eastern Africa",4
2022.MMP1168,2022.MMP1168,"Eastern Africa","Mon, 08/08/2022 - 12:00",2022,August,1,,1,,,1,,"Eastern Africa","Sickness / lack of access to adequate healthcare",Ethiopia,"IOM MRC Obock, Djibouti","IOM Djibouti (mobile clinic team)","11.973504, 43.255431","Horn of Africa to Yemen crossing",,"Eastern Africa",4
2022.MMP1169,2022.MMP1169,"Eastern Africa","Sun, 08/14/2022 - 12:00",2022,August,1,,1,,,1,,"Eastern Africa","Harsh environmental conditions / lack of adequate shelter, food, water",Ethiopia,"Gawra, Djibouti","IOM Djibouti (mobile clinic team)","12.11834139, 42.659809",,,"Eastern Africa",4
2022.MMP1170,2022.MMP1170,"Eastern Africa","Mon, 08/15/2022 - 12:00",2022,August,1,,1,,,1,,"Eastern Africa","Harsh environmental conditions / lack of adequate shelter, food, water",Ethiopia,"Gawra, Djibouti","MoH Doctor in CMH via IOM Djibouti","12.11834139, 42.659809",,,"Eastern Africa",4
2022.MMP1171,2022.MMP1171,"Eastern Africa","Sun, 09/18/2022 - 12:00",2022,September,1,,1,,,1,,"Eastern Africa","Mixed or unknown",Yemen,"Moulhoule, Djibouti","Military medical team via IOM Djibouti","12.592792, 43.194321",,,"Eastern Africa",4
2022.MMP1172,2022.MMP1172,"Eastern Africa","Sun, 09/25/2022 - 12:00",2022,September,1,,1,,,1,,"Eastern Africa","Mixed or unknown",Ethiopia,"Near port of Obock, Obock, Djibouti","MoH Doctor in CMH via IOM Djibouti","11.968637, 43.300357","Horn of Africa to Yemen crossing",,"Eastern Africa",4
2022.MMP1173,2022.MMP1173,Mediterranean,"Tue, 09/27/2022 - 12:00",2022,September,1,,1,,,,,Unknown,Drowning,Unknown,"Remains found on the beach of Qerqarish, Tripoli, Libya","LRC via IOM Libya","32.87043204, 13.106482","Central Mediterranean",https://www.facebook.com/permalink.php?story_fbid=pfbid02HQo3NyVCZx3qiY9wo58m5YGxyyNcYVagphK5aakcXDvVbgu3CRJ3a6cHmFPixQNRl&id=100055664741570,Uncategorized,4
2022.MMP1174,2022.MMP1174,Mediterranean,"Sat, 10/08/2022 - 12:00",2022,October,3,,3,,,,,Unknown,Drowning,Unknown,"Remains washed ashore at Sabratha, Libya","LRC via IOM Libya","32.81108859, 12.445911","Central Mediterranean",,Uncategorized,4
2022.MMP1175,2022.MMP11751279,Mediterranean,"Fri, 10/07/2022 - 12:00",2022,October,11,,11,195,,,,"Southern Asia",Violence,Bangladesh,"Inside and next to a docked boat at a beach in Sabratha, Libya","IOM Libya, UNSMIL, LRC","32.81108859, 12.445911","Central Mediterranean","https://archive.ph/2RNI6, https://www.facebook.com/permalink.php?story_fbid=pfbid02WvVAPKTvYm2rV5QeQDxQpQjeBGCQemZhmbqpGjD7RrqLq3gT63gAK7udCjtqgqoXl&id=100064392231733",Uncategorized,4
2022.MMP1175,2022.MMP11751280,Mediterranean,"Fri, 10/07/2022 - 12:00",2022,October,4,,4,,,,,"Western Asia",Violence,"Syrian Arab Republic","Inside and next to a docked boat at a beach in Sabratha, Libya","IOM Libya, UNSMIL, LRC","32.81108859, 12.445911","Central Mediterranean","https://archive.ph/2RNI6, https://www.facebook.com/permalink.php?story_fbid=pfbid02WvVAPKTvYm2rV5QeQDxQpQjeBGCQemZhmbqpGjD7RrqLq3gT63gAK7udCjtqgqoXl&id=100064392231733",Uncategorized,4
2022.MMP1175,2022.MMP11751281,Mediterranean,"Fri, 10/07/2022 - 12:00",2022,October,1,,1,,,,,"Northern Africa",Violence,Egypt,"Inside and next to a docked boat at a beach in Sabratha, Libya","IOM Libya, UNSMIL, LRC","32.81108859, 12.445911","Central Mediterranean","https://archive.ph/2RNI6, https://www.facebook.com/permalink.php?story_fbid=pfbid02WvVAPKTvYm2rV5QeQDxQpQjeBGCQemZhmbqpGjD7RrqLq3gT63gAK7udCjtqgqoXl&id=100064392231733",Uncategorized,4
2022.MMP1177,2022.MMP11771282,Europe,"Thu, 10/06/2022 - 12:00",2022,October,1,,1,,,1,,"Western Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"On the railway tracks between Dimitrovgrad and Sukovo near Pirot, Serbia","IOM Serbia, Telegraf, AP, Inquirer, Rail Freight","43.05972568, 22.688274","Western Balkans","https://archive.ph/YNsZm, https://archive.ph/CjwRl, https://archive.ph/VIEFD, https://archive.ph/tFvHr","Southern Europe",4
2022.MMP1177,2022.MMP11771283,Europe,"Thu, 10/06/2022 - 12:00",2022,October,1,,1,,,,,"Western Asia (P)","Vehicle accident / death linked to hazardous transport",Unknown,"On the railway tracks between Dimitrovgrad and Sukovo near Pirot, Serbia","IOM Serbia, Telegraf, AP, Inquirer, Rail Freight","43.05972568, 22.688274","Western Balkans","https://archive.ph/YNsZm, https://archive.ph/CjwRl, https://archive.ph/VIEFD, https://archive.ph/tFvHr","Southern Europe",4
2022.MMP1178,2022.MMP1178,Mediterranean,"Wed, 10/05/2022 - 12:00",2022,October,10,4,14,1,,12,,"Western Asia",Drowning,"Syrian Arab Republic","Off the coast of Oran, Algeria - embarkation from Oran on 02-03 Oct, White Fiber boat Honda Engine 100hp","Francisco Jose Clemente Martin, Violations Documentation Center in Northern Syria (VDC-NSY), NPA Syria","35.83528587, -0.687245","Western Mediterranean","https://www.facebook.com/100000768086473/videos/484190196967638/, https://archive.ph/0mGKY, https://archive.ph/xBnjx, https://archive.ph/0kVhS, https://archive.ph/kREYi",Uncategorized,4
2022.MMP1179,2022.MMP11791285,Mediterranean,"Mon, 10/10/2022 - 12:00",2022,October,8,,8,,,8,,"Western Asia",Drowning,"State of Palestine","Off the coast of Zarzis, Tunisia - identified by Consulate on 23 Oct","Palestinian MoFA, MENA FN, The New Arab, LA Times, Maan News, Middle East Monitor, IOM Tunisia, The New Arab, Info Migrants","33.51538487, 11.11394","Central Mediterranean","https://archive.ph/4X6H0, https://archive.ph/04qgu, https://archive.vn/GRsQl, https://archive.vn/YKXiR, https://archive.vn/pxE3r, https://archive.vn/FTKG5, https://archive.ph/geu5A, https://archive.ph/3pPSU",Uncategorized,5
2022.MMP1179,2022.MMP11791286,Mediterranean,"Mon, 10/10/2022 - 12:00",2022,October,,1,1,,,1,,"Western Asia",Drowning,"State of Palestine","Off the coast of Zarzis, Tunisia - pending DNA identification","Los Angeles Times","33.51538487, 11.11394","Central Mediterranean",https://archive.vn/YKXiR#selection-1583.1-1583.58,Uncategorized,1
2022.MMP1180,2022.MMP1180,"North America","Tue, 10/11/2022 - 12:00",2022,October,1,,1,,,1,,"Central America (P)",Drowning,Unknown,"North of Nuevo Laredo, near the Jefferson Water Treatment Plant, Laredo, Webb County, Texas, United States of America","ABC 7 KGNS","27.523929, -99.524168","US-Mexico border crossing",https://archive.ph/vLwOx,"Northern America",1
2022.MMP1181,2022.MMP1181,Mediterranean,"Tue, 10/11/2022 - 12:00",2022,October,2,,2,,,2,,"Western / Southern Asia (P)",Drowning,Unknown,"Off the Eastern coast of Lampi, Kos, Greece","Ekathimerini, Larissa Press, HCG","36.900127, 27.2982","Eastern Mediterranean","https://archive.ph/0rU0D, https://archive.ph/6noxl, https://archive.ph/l6gzb","Southern Europe",5
2022.MMP1183,2022.MMP1183,"Central America","Fri, 10/07/2022 - 12:00",2022,October,1,,1,5,,,,"South America (P)","Vehicle accident / death linked to hazardous transport",Unknown,"Near the racetrack, México 57, Nueva Rosita, Coahuila de Zaragoza, Mexico","Francisco Linan Twitter","27.991954, -101.181751",,https://archive.ph/6m2Zu,"Central America",1
2022.MMP1184,2022.MMP1184,"North America","Mon, 10/10/2022 - 12:00",2022,October,1,,1,,,1,,"Central America","Sickness / lack of access to adequate healthcare",Mexico,"Stanfield, Pinal County, Arizona, United States of America","Quadratin Oaxaca, Quadratin Chiapas","32.860302, -111.956268","US-Mexico border crossing","https://archive.ph/cVoz9#selection-637.1-637.51, https://archive.ph/qiSVN","Northern America",3
2022.MMP1185,2022.MMP1185,"Central America","Sat, 10/08/2022 - 12:00",2022,October,4,,4,16,,,,"South America","Vehicle accident / death linked to hazardous transport","Venezuela (Bolivarian Republic of)","Trojes border area, Agua Fria,  El Paraíso, Danli, Honduras","El Pitazo, Radio HRN, Policia Nacional de Honduras, Tiempo (Honduras), Tal Cual Digital, Univision","13.480507, -87.552927",,"https://archive.ph/ZMeP1#selection-1243.0-1243.77, https://archive.ph/qTq73, https://archive.ph/fRmSp, https://bit.ly/3Ez9WeK, https://archive.ph/XzRCe, https://archive.ph/z1Reg, https://archive.ph/0HQEj","Central America",5
2022.MMP1186,2022.MMP1186,"Central America","Sat, 10/08/2022 - 12:00",2022,October,1,,1,1,,1,,"South America",Violence,"Venezuela (Bolivarian Republic of)","El Soni, El Triunfo, Choluteca, Honduras","El Heraldo, La Prensa","13.116787, -86.995254",,"https://archive.ph/Qd2s3, https://archive.ph/A8u0j, https://archive.ph/QMqaI","Central America",3
2022.MMP1187,2022.MMP1187,Mediterranean,"Wed, 10/12/2022 - 12:00",2022,October,3,3,6,1,,3,,"Northern Africa",Drowning,Tunisia,"Off the coast 46 miles southwest of Trapani, Sicily, Italy | linked to missing boat that embarked from Raf Raf, Bizerte, Tunisia on 9 Oct - two remains identified by DNA","IOM Italy, Palermo Live, InfoMigrants, Imed Soltani, Tunisie Numerique","37.752932, 12.040695","Central Mediterranean","https://archive.ph/Z6uMU, https://archive.ph/zBgCn, https://archive.vn/wip/iYcXI, https://www.facebook.com/imed.soltani.77/posts/pfbid0YNb1t4fTn1tPmNm6gqY6WPReB9cKv2sKykhVB4JKHXTW2beiNCYwY7mMAzkw2hdtl, https://www.facebook.com/imed.soltani.77/posts/pfbid02u7eKxCHVRbkGLCactE5FPtwoUb3FcCGZwK2Hf4C1kUjz61U5FTDaoyZrNbzVHgE7l, https://www.facebook.com/imed.soltani.77/posts/pfbid02jx1XtqshxcTss6bRFBVPcCBSv9qSttMxGF5yXLL7MNPkGhMU8aMvdizLHu27Y4aol, https://www.facebook.com/100004008484825/videos/781130736520637/",Uncategorized,4
2022.MMP1188,2022.MMP1188,"Central America","Thu, 10/06/2022 - 12:00",2022,October,1,,1,,1,,,Caribbean,Violence,Cuba,"Benemerito de las Americas Colony (very close to the Usumacinta River on the border with Guatemala) Chiapas, Mexico","AND Cuba, Ciber Cuba, IMPACTO NOTICIAS regionales facebook page, Periodico Cubano","16.516079, -90.645722",,"https://archive.ph/dnMMO, https://archive.ph/Yvr4y, https://www.facebook.com/MoyLorenzo80/posts/pfbid0eo6WENC1AxapgqBg1mre39VbGjaWvdVwuqfNCMWd1bigA5krB8YaopxqDf4eE83Hl, https://archive.ph/0AL5W","Central America",3
2022.MMP1189,2022.MMP1189,"Northern Africa","Tue, 10/11/2022 - 12:00",2022,October,1,,1,56,1,,,"Sub-Saharan Africa (P)","Mixed or unknown",Unknown,"East of Fuerteventura, Las Palmas, Spain","Canarias 7, Europa Press, 112 Canarias Twitter","28.312691, -13.548415","Western Africa / Atlantic route to the Canary Islands","https://archive.ph/6Nkbc, https://archive.ph/CdEjD, https://archive.ph/YIZGU","Northern Africa",5
2022.MMP1190,2022.MMP1190,"Central America","Tue, 10/11/2022 - 12:00",2022,October,1,,1,,,,,"South America (P)",Drowning,Unknown,"In the Rio Grande, Claudette neighborhood, Neuvo Laredo, Tamaulipas, Mexico",Zocalo,"27.522628, -99.525799","US-Mexico border crossing",https://archive.ph/uWq91,"Central America",1
2022.MMP1191,2022.MMP1191,"Central America","Wed, 10/12/2022 - 12:00",2022,October,1,,1,13,,,,"South America","Vehicle accident / death linked to hazardous transport",Ecuador,"Caño Luis sector of the highway that leads from Managua to San Carlos, in between the town of Caño Luis and Cruz Verde, Nicaragua","Canal 10, Nuevaya","11.340239, -84.753496",,"https://archive.ph/8QbDM#selection-673.0-673.84, https://archive.ph/0catS","Central America",3
2022.MMP1192,2022.MMP1192,Mediterranean,"Thu, 10/13/2022 - 12:00",2022,October,10,,10,,,,,Mixed,Drowning,Unknown,"Off the coasts of Mahdia, Cheba, and Salqata, Madia, Tunisia","Tunisian National Guard, IOM Tunisia, Al Jazeera","35.466576, 11.097489","Central Mediterranean","https://archive.ph/uwMUo, https://www.facebook.com/permalink.php?story_fbid=pfbid02hYSSfqKjWJn6bPCJyajZ88PKp9cvvvpatTvjvV9xJ6EUTLKALtKJy1f7FG8G8HEnl&id=526474747861290",Uncategorized,5
2022.MMP1193,2022.MMP1193,"Central America","Thu, 10/13/2022 - 12:00",2022,October,1,,1,,,,,"South America (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Los Apaches rancho, Ribereña carretera km 65, Piedra Negras, Coahuila, Mexico","SuperChannel 12","28.597482, -100.525162",,https://archive.ph/u9EYl,"Central America",1
2022.MMP1194,2022.MMP1194,Mediterranean,"Fri, 10/14/2022 - 12:00",2022,October,1,,1,104,,,1,"Western / Southern Asia (P)","Mixed or unknown",Unknown,"Off the coast of Crotone, Italy","TGCom 24","39.088274, 17.237609","Central Mediterranean",https://archive.ph/G38XX,"Southern Europe",1
2022.MMP1195,2022.MMP1195,"Central America","Tue, 09/27/2022 - 12:00",2022,September,1,,1,4,1,,,"South America",Drowning,"Venezuela (Bolivarian Republic of)","Turquesa River, close to the Colombian border, Darien Gap, Panama","Noticia al Dia (Zulia), Tal Cual, Al Navio","8.531785, -77.504163",Darien,"https://archive.ph/5Y61r, https://archive.ph/HnINf, https://archive.ph/5YobU","Central America",3
2022.MMP1196,2022.MMP1196,"Central America","Thu, 10/06/2022 - 12:00",2022,October,5,,5,11,1,4,,"Central America","Vehicle accident / death linked to hazardous transport",Nicaragua,"Kilometer 32 of Acayucan-La Tinaja highway, Acayucan, Veracruz, Mexico","Instituto Nacional de Migracion, Zócalo,Radio La Primerisima (Nicaragua), Telereportaje, Imagen Radio, Periodico La Voz","17.931485, -94.922399",,"https://archive.ph/r5veN, https://archive.ph/gju2O, https://archive.ph/mzs6Y, https://archive.ph/4xuQP, https://archive.ph/I4Ouf, https://archive.ph/ZOUfz, https://archive.ph/8H8TB","Central America",5
2022.MMP1197,2022.MMP1197,"Central America","Fri, 10/07/2022 - 12:00",2022,October,1,,1,1,,1,,"South America",Violence,"Venezuela (Bolivarian Republic of)","Guasule, Border with Nicaragua, Honduras","Tiempo Honduras, Al Navio","13.065038, -86.954272",,"https://archive.ph/wTScb, https://archive.ph/9lROd","Central America",3
